임대종류,광역시도,시군구,도로명주소,단지명,세대수,주택유형,임대사업자,준공일자,건물형태,난방방식,승강기설치여부,주차수,형명,공급면적(전용),공급면적(공용),임대보증금,월임대료,전환보증금
행복주택,서울특별시,종로구,서울특별시 종로구 송월길 130,경희궁자이(돈의문1)_서울리츠2호,188,아파트,SH공사,2017-06-30,복도식,개별난방,전체동 설치,397,39A,39.0561,19.6373,171300000,600000,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,13D,13.86,7.45,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,13E,13.44,7.23,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,14A,14.19,7.64,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,14F,14.7,7.91,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,15G,15.64,8.41,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,15H,16.56,8.91,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,15I,15.51,8.35,0,0,0
행복주택,서울특별시,종로구,서울특별시 종로구 지봉로 37-29,제이타워오피스텔(창신동255-1),17,다세대주택,SH공사,2021-05-28,복도식,개별난방,전체동 설치,79,19,19.61,10.55,0,0,0
행복주택,서울특별시,중구,서울특별시 중구 만리재로 175,서울역 센트럴자이(만리2)_서울리츠2호,36,아파트,SH공사,2017-08-07,계단식,개별난방,전체동 설치,36,39A,39.954,21.727,159980000,600000,0
행복주택,서울특별시,용산구,서울특별시 용산구 백범로 313,용산롯데캐슬센터포레(효창5)_서울리츠2호,25,아파트,SH공사,2019-04-29,계단식,개별난방,전체동 설치,534,38,38.17,18.15,148320000,533000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40A,40.9,22.19,216540000,758000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40B,40.32,23.68,204510000,716000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40C,40.29,22.81,216540000,758000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40D,40.67,22.31,216540000,758000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40E,40.48,22.48,216540000,758000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40F1,40.35,23.19,216540000,758000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40F2,40.35,23.53,121400000,415000,0
행복주택,서울특별시,용산구,서울특별시 용산구 서빙고로 17,용산센트럴파크 헤링턴스퀘어(국제4)_서울리츠2호,97,아파트,SH공사,2020-08-20,복도식,지역난방,전체동 설치,194,40G,40.37,22.64,240600000,842000,0
행복주택,서울특별시,용산구,서울특별시 용산구 효창원로 227,효창파크뷰데시앙(효창6)_서울리츠2호,15,아파트,SH공사,2022-03-28,복도식,개별난방,전체동 설치,384,39,39.44,18.83,109440000,410000,0
행복주택,서울특별시,용산구,서울특별시 용산구 효창원로 227,효창파크뷰데시앙(효창6)_서울리츠2호,15,아파트,SH공사,2022-03-28,복도식,개별난방,전체동 설치,384,45,45.64,21.73,140800000,528000,0
행복주택,서울특별시,성동구,서울특별시 성동구 고산자로2길 65,서울숲리버뷰자이(행당6)_서울리츠2호,33,아파트,SH공사,2018-06-22,복도식,개별난방,전체동 설치,1336,36,36.06,16.46,148320000,557000,0
행복주택,서울특별시,성동구,서울특별시 성동구 금호로 110,금호파크힐스이편한세상(금호15)_서울리츠2호,72,아파트,SH공사,2018-02-27,복도식,개별가스난방,전체동 설치,72,30,30.32,14.63,120240000,451000,0
행복주택,서울특별시,성동구,서울특별시 성동구 금호로 110,금호파크힐스이편한세상(금호15)_서울리츠2호,72,아파트,SH공사,2018-02-27,복도식,개별가스난방,전체동 설치,72,40,40.38,18.94,184430000,676000,0
행복주택,서울특별시,성동구,서울특별시 성동구 금호로 40,힐스테이트서울숲리버(금호20)_서울리츠2호,40,아파트,SH공사,2018-02-19,복도식,개별난방,전체동 설치,40,38,38.2,18.62,168530000,618000,0
행복주택,서울특별시,성동구,서울특별시 성동구 난계로 100,왕십리자이(하왕1-5)_서울리츠2호,54,아파트,SH공사,2017-02-28,복도식,개별난방,전체동 설치,54,38.19,38.19,19.54,148500000,544000,0
행복주택,서울특별시,성동구,서울특별시 성동구 난계로 100,왕십리자이(하왕1-5)_서울리츠2호,54,아파트,SH공사,2017-02-28,복도식,개별난방,전체동 설치,54,44.41,44.41,22.72,169550000,622000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,23H,23.67,2.517,57120000,195000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,23I,23.15,2.461,68400000,238000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,24D,24.147,2.567,68400000,238000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,25E,25.585,2.72,66960000,228000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,27G,27.199,2.891,71280000,243000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 34,위너스힐(화양동 111-89),11,다세대주택,SH공사,2021-12-16,복도식,개별난방,전체동 설치,41,28F,28.865,3.07,71280000,243000,0
행복주택,서울특별시,광진구,서울특별시 광진구 광나루로20길 36-3,엘리시아1차(화양동 94-13),10,다세대주택,SH공사,2021-07-13,복도식,개별난방,전체동 설치,40,12,12.05,8.235,35280000,125000,0
행복주택,서울특별시,광진구,서울특별시 광진구 뚝섬로 467,롯데캐슬리버파크시그니처,11,아파트,SH공사,2023-06-30,계단식,개별가스난방,전체동 설치,1142,59A,59.9706,24.8768,188800000,661000,0
행복주택,서울특별시,광진구,서울특별시 광진구 뚝섬로 467,롯데캐슬리버파크시그니처,11,아파트,SH공사,2023-06-30,계단식,개별가스난방,전체동 설치,1142,59B,59.9702,25.5709,179360000,628000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 답십리로56길 105,답십리파크자이(답십리14)_서울리츠2호,34,아파트,SH공사,2019-01-25,복도식,개별난방,전체동 설치,34,33,33.05,13.94,112760000,413000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 답십리로56길 105,답십리파크자이(답십리14)_서울리츠2호,34,아파트,SH공사,2019-01-25,복도식,개별난방,전체동 설치,34,45,45.38,18.01,96530000,345900,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 무학로 91,e편한세상 청계센트럴포레(용두5)_서울리츠2호,46,아파트,SH공사,2021-11-24,계단식,개별난방,전체동 설치,1112,39,39.92,17.5735,99000000,354000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 무학로 91,e편한세상 청계센트럴포레(용두5)_서울리츠2호,46,아파트,SH공사,2021-11-24,계단식,개별난방,전체동 설치,1112,46,46.92,20.96,123170000,441000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 무학로 91,e편한세상 청계센트럴포레,43,아파트,SH공사,2021-11-24,계단식,개별난방,전체동 설치,1112,59A,59.96,20.7368,192800000,610000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 무학로 91,e편한세상 청계센트럴포레,43,아파트,SH공사,2021-11-24,계단식,개별난방,전체동 설치,1112,59B,59.96,21.1668,183160000,579000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 무학로 91,e편한세상 청계센트럴포레,43,아파트,SH공사,2021-11-24,계단식,개별난방,전체동 설치,1112,59C,59.9,21.6907,192800000,610000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 외대역동로1길 60-3,휘경해모로 프레스티지(휘경1)_서울리츠2호,24,아파트,SH공사,2020-02-27,혼합식,개별난방,전체동 설치,306,39,39.83,24.79,106440000,390000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 외대역동로1길 60-3,휘경해모로 프레스티지(휘경1)_서울리츠2호,24,아파트,SH공사,2020-02-27,혼합식,개별난방,전체동 설치,306,47,47.12,29.21,108370000,397000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 317,서울휘경 행복주택,200,아파트,LH서울,2021-04-30,,,,0,14,14.97,10.5259,40400000,154860,18000000
행복주택,서울특별시,동대문구,서울특별시 동대문구 장한로27가길 37,동대문더퍼스트데시앙,23,아파트,SH공사,2019-10-22,계단식,개별난방,전체동 설치,509,59A,59.8,22.36,91200000,418000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 장한로27가길 37,동대문더퍼스트데시앙,23,아파트,SH공사,2019-10-22,계단식,개별난방,전체동 설치,509,59B,59.87,23.1,91200000,418000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 장한로27가길 37,동대문더퍼스트데시앙,23,아파트,SH공사,2019-10-22,계단식,개별난방,전체동 설치,509,59C,59.99,22.44,91200000,418000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 전농로 95,써밋카운티(답십리동 243-6),3,다세대주택,SH공사,2021-08-02,복도식,개별난방,전체동 설치,31,28E,28.451,7.203,72000000,228000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 전농로 95,써밋카운티(답십리동 243-6),3,다세대주택,SH공사,2021-08-02,복도식,개별난방,전체동 설치,31,29D,29.557,7.483,72000000,228000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 전농로 95,써밋카운티(답십리동 243-6),3,다세대주택,SH공사,2021-08-02,복도식,개별난방,전체동 설치,31,34F,34.868,8.828,87840000,277000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 천호대로55길 11,힐스테이트 청계,114,아파트,SH공사,2018-06-29,복도식,개별난방,전체동 설치,903,40,40.6,22.08,98040000,351000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 천호대로55길 11,힐스테이트 청계,114,아파트,SH공사,2018-06-29,복도식,개별난방,전체동 설치,903,48,48.98,25,121600000,456000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 한빛로 49,래미안엘리니티(용두6)_서울리츠2호,8,아파트,SH공사,2022-08-30,복도식,개별난방,전체동 설치,36,34,34.47,15.4,99050000,363000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 휘경로 60,휘경SK뷰(휘경2)_서울리츠2호,9,아파트,SH공사,2019-06-03,혼합식,개별난방,전체동 설치,9,39A,39.16,17.8,130830000,480000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 휘경로 60,휘경SK뷰(휘경2)_서울리츠2호,9,아파트,SH공사,2019-06-03,혼합식,개별난방,전체동 설치,9,39B,39.6,19.41,130830000,480000,0
행복주택,서울특별시,동대문구,서울특별시 동대문구 휘경로 60,휘경 SK VIEW아파트,16,아파트,SH공사,2019-05-30,계단식,개별난방,전체동 설치,1100,59B,59.65,21.78,119680000,448000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로91길 23,면목라온프라이빗,60,아파트,SH공사,2020-06-30,계단식,개별난방,전체동 설치,553,50,50.7366,19.1643,98400000,360000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로91길 23,면목라온프라이빗,60,아파트,SH공사,2020-06-30,계단식,개별난방,전체동 설치,553,59A,59.9803,23.5094,140000000,443000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로91길 23,면목라온프라이빗,60,아파트,SH공사,2020-06-30,계단식,개별난방,전체동 설치,553,59B,59.9855,24.9898,116000000,426000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로91길 23,면목라온프라이빗,60,아파트,SH공사,2020-06-30,계단식,개별난방,전체동 설치,553,59C,59.9699,22.7474,116000000,426000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로91길 23,면목라온프라이빗,60,아파트,SH공사,2020-06-30,계단식,개별난방,전체동 설치,553,59D,59.9841,24.7768,116000000,426000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로92길 40,사가정센트럴아이파크,163,아파트,SH공사,2020-07-30,계단식,개별난방,전체동 설치,2076,59A,59.78,27.59,143640000,454000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 동일로92길 40,사가정센트럴아이파크,163,아파트,SH공사,2020-07-30,계단식,개별난방,전체동 설치,2076,59B,59.92,28.48,151200000,478000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 면목로92가길 15-11,블리스다임빌(상봉동 104-33),5,다세대주택,SH공사,2021-07-20,복도식,개별난방,전체동 설치,17,23C,23.04,5.28,56440000,194000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 면목로92가길 15-11,블리스다임빌(상봉동 104-33),5,다세대주택,SH공사,2021-07-20,복도식,개별난방,전체동 설치,17,24A,24.78,5.68,56440000,194000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 면목로92가길 15-11,블리스다임빌(상봉동 104-33),5,다세대주택,SH공사,2021-07-20,복도식,개별난방,전체동 설치,17,27B,27.2,6.24,71280000,243000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 봉우재로41길 29,상봉태솔(상봉동 105-97),6,아파트,SH공사,2022-06-27,복도식,개별가스난방,전체동 설치,60,59,59.2,0,132800000,475000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,36A,36.36,22.43,76800000,288000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,36AS,36.36,22.43,57000000,261000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,36B,36.3,22,65280000,245000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,44A,44.68,27.07,94400000,354000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,44B,44.76,27.02,70000000,321000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,44BS,44.76,27.02,89680000,284000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내로 208,신내 글로리움,229,아파트,SH공사,2019-07-09,복도식,지역난방,전체동 설치,161,44CS,44.16,26.74,66500000,305000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,21A,21.96,11.82,38880000,146000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,21A2,21.96,11.82,31920000,117000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,21AS,21.96,11.82,38880000,133900,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,31A,31.85,16.45,56880000,180000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,31AS,31.85,16.45,46110000,161000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로 160,신내3지구 4단지 도시형생활주택,289,아파트,SH공사,2018-07-23,계단식,개별난방,전체동 설치,132,31AS2,31.85,16.45,57000000,204000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29A,29.84,25.27,60040000,215000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29AS,29.71,25.3,60040000,215000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29B,29.84,25.27,55080000,175000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29BS,29.71,25.3,58320000,219000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29C,29.71,25.3,34580000,170000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 신내역로1길 142,신내3-3 도시형생활주택,50,아파트,SH공사,2017-07-21,복도식,개별난방,전체동 설치,26,29D,29.71,25.3,56880000,204000,0
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로 92,서울양원 S1BL 임대주택,924,아파트,LH서울,2021-11-17,,,,0,14,14.96,9.1661,29200000,104630,6000000
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로 92,서울양원 S1BL 임대주택,924,아파트,LH서울,2021-11-17,,,,0,26,26.75,16.3899,52000000,186330,22000000
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로 92,서울양원 S1BL 임대주택,924,아파트,LH서울,2021-11-17,,,,0,44,44.55,27.2961,86800000,311030,37000000
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로10길 47,서울양원 S2BL 행복주택,134,아파트,LH서울,2022-01-01,,,,0,46,46.89,19.9467,90400000,331460,39000000
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로10길 47,서울양원 S2BL 행복주택,134,아파트,LH서울,2022-01-01,,,,0,55,55.8,23.737,110000000,403330,48000000
행복주택,서울특별시,중랑구,서울특별시 중랑구 양원역로10길 47,서울양원 S2BL 행복주택,134,아파트,LH서울,2022-01-01,,,,0,55,55.95,23.8008,110000000,403330,48000000
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로 220,장위2구역_서울리츠2호,50,아파트,SH공사,2017-10-30,혼합식,개별난방,전체동 설치,593,32.22,32.22,17.33,92800000,340000,0
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로 220,장위2구역_서울리츠2호,50,아파트,SH공사,2017-10-30,혼합식,개별난방,전체동 설치,593,40.24,40.24,21.42,126030000,462000,0
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로40길 46,꿈의숲아이파크(장위7)_서울리츠2호,137,아파트,SH공사,2020-12-31,계단식,개별난방,전체동 설치,2061,39,39,22.11,111090000,407000,0
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로40길 46,꿈의숲아이파크(장위7)_서울리츠2호,137,아파트,SH공사,2020-12-31,계단식,개별난방,전체동 설치,2061,40,40.47,22.94,114040000,418000,0
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로40길 46,꿈의숲아이파크(장위7)_서울리츠2호,137,아파트,SH공사,2020-12-31,계단식,개별난방,전체동 설치,2061,40,40.47,22.94,126770000,465000,0
행복주택,서울특별시,성북구,서울특별시 성북구 돌곶이로8길 22,래미안아트리치(석관2)_서울리츠2호,48,아파트,SH공사,2019-02-28,복도식,개별난방,전체동 설치,48,39,39.01,23.69,116920000,429000,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,15,15.55,7.15,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,17A,17.28,7.95,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,17B,17.41,8.01,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,18A,18,8.28,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,18B,18.99,8.74,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 동소문로13나길 96,초행지붕-동소문(동소문동7가 2-26),16,다가구주택,SH공사,2020-11-20,계단식,개별난방,미설치,4,29,29.47,13.57,0,0,0
행복주택,서울특별시,성북구,서울특별시 성북구 보문로26길 17,보문리슈빌하우트(보문2)_서울리츠2호,22,아파트,SH공사,2022-04-15,복도식,개별난방,전체동 설치,386,39,39.2,12.44,108950000,390000,0
행복주택,서울특별시,성북구,서울특별시 성북구 보문사길 111,보문파크뷰자이(보문3)_서울리츠2호,75,아파트,SH공사,2017-01-18,복도식,개별난방,전체동 설치,136,29,29.96,14.62,102120000,374000,0
행복주택,서울특별시,성북구,서울특별시 성북구 숭인로 50,래미안길음센터피스(길음2)_서울리츠2호,25,아파트,SH공사,2019-02-28,복도식,개별난방,전체동 설치,25,33A,33.46,13.62,106770000,391000,0
행복주택,서울특별시,성북구,서울특별시 성북구 장월로 160,포레카운티(장위1)_서울리츠2호,64,아파트,SH공사,2019-06-19,복도식,개별난방,전체동 설치,64,39,39.9,14.68,114760000,421000,0
행복주택,서울특별시,성북구,서울특별시 성북구 장월로 160,포레카운티(장위1)_서울리츠2호,64,아파트,SH공사,2019-06-19,복도식,개별난방,전체동 설치,64,42,42.79,15.33,134160000,492000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,19A,19.7,11.33,57800000,188000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,22A,22.26,12.69,69120000,225000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,26A,26.39,14.82,82080000,287000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,26B,26.15,14.83,86640000,303000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,26C,26.15,14.83,82080000,287000,0
행복주택,서울특별시,성북구,서울특별시 성북구 정릉로10가길 6-31,정릉 하늘마루,166,연립주택,SH공사,2019-12-30,복도식,개별가스난방,전체동 설치,71,36A,36.33,19.95,113040000,367000,0
행복주택,서울특별시,성북구,서울특별시 성북구 한천로 713,래미안장위퍼스트하이(장위5)_서울리츠2호,126,아파트,SH공사,2019-09-27,복도식,개별난방,전체동 설치,126,36,36.14,18.72,114560000,420000,0
행복주택,서울특별시,성북구,서울특별시 성북구 한천로 713,래미안장위퍼스트하이(장위5)_서울리츠2호,126,아파트,SH공사,2019-09-27,복도식,개별난방,전체동 설치,126,46,46.35,24.16,144140000,529000,0
행복주택,서울특별시,성북구,서울특별시 성북구 한천로 713,래미안장위퍼스트하이(장위5)_서울리츠2호,126,아파트,SH공사,2019-09-27,복도식,개별난방,전체동 설치,126,46A,46.35,24.16,144080000,528000,0
행복주택,서울특별시,강북구,서울특별시 강북구 도봉로78길 21-6,초행지붕-미아(미아동 159-29),8,다가구주택,SH공사,2020-12-04,계단식,개별난방,미설치,2,16,16.58,4.42,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 도봉로78길 21-6,초행지붕-미아(미아동 159-29),8,다가구주택,SH공사,2020-12-04,계단식,개별난방,미설치,2,21,21.27,5.67,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 도봉로78길 21-6,초행지붕-미아(미아동 159-29),8,다가구주택,SH공사,2020-12-04,계단식,개별난방,미설치,2,29,29.96,7.99,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 솔매로 36,초행지붕-미아-2(미아동 791-1614),10,다가구주택,SH공사,2020-11-17,계단식,개별난방,미설치,3,24,24.26,7.13,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 솔매로 36,초행지붕-미아-2(미아동 791-1614),10,다가구주택,SH공사,2020-11-17,계단식,개별난방,미설치,3,26,26.87,7.9,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 솔매로 36,초행지붕-미아-2(미아동 791-1614),10,다가구주택,SH공사,2020-11-17,계단식,개별난방,미설치,3,27,27.65,8.13,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 솔매로 36,초행지붕-미아-2(미아동 791-1614),10,다가구주택,SH공사,2020-11-17,계단식,개별난방,미설치,3,29,29.98,8.82,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 솔매로 36,초행지붕-미아-2(미아동 791-1614),10,다가구주택,SH공사,2020-11-17,계단식,개별난방,미설치,3,33,33.44,9.83,0,0,0
행복주택,서울특별시,강북구,서울특별시 강북구 오현로 208,서울번동3 고령자복지주택(행복주택),168,아파트,LH서울,2023-04-30,,,,0,16,16.99,8.4983,32300000,118430,10000000
